# incBR-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0     0.16637997  5.9399921e-05     0.16191405  5.6520865e-05     0.17351619  0.00015076615
              1     0.16637997  5.9399921e-05     0.16191405  5.6520865e-05     0.17351619  0.00015076615
