# fidaa-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0      43.458531    0.020738007      42.295287    0.019669738      45.347334    0.050445555
              1      43.458531    0.020738007      42.295287    0.019669738      45.347334    0.050445555
