# fidBR-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0    0.014362524  1.5389386e-05    0.013070532  1.3660901e-05    0.015754286  1.8808692e-05
              1    0.014362524  1.5389386e-05    0.013070532  1.3660901e-05    0.015754286  1.8808692e-05
