# fidaaBR-integ        central        num_err    min (scale)        num_err    max (scale)        num_err
# rated
              0    0.098650865  4.7075276e-05    0.096010301  4.4650306e-05     0.10293845  0.00011451141
              1    0.098650865  4.7075276e-05    0.096010301  4.4650306e-05     0.10293845  0.00011451141
