#inc-integrated        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      73.294982    0.055153466      71.306121    0.053573169      76.544125      0.1397098
              1      73.294982    0.055153466      71.306121    0.053573169      76.544125      0.1397098
