# fidaa-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0      46.525748    0.047092308      45.240626    0.044486479      48.533506     0.10605009
              1      46.525748    0.047092308      45.240626    0.044486479      48.533506     0.10605009
