# incBR-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0     0.16637961  0.00012519837     0.16186489  0.00012161109     0.17375516  0.00031714125
              1     0.16637961  0.00012519837     0.16186489  0.00012161109     0.17375516  0.00031714125
