# fidaaBR-integ        central        num_err    min (scale)        num_err    max (scale)        num_err
# rated
              0     0.10545479  5.0719331e-05    0.099921323  4.3173103e-05     0.10993344  0.00011657389
              1     0.10545479  5.0719331e-05    0.099921323  4.3173103e-05     0.10993344  0.00011657389
