#inc-integrated        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      68.193925    0.024228727      64.726301    0.020247868      71.100909    0.064837456
              1      68.193925    0.024228727      64.726301    0.020247868      71.100909    0.064837456
