#fid-integrated        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.3271031   0.0067794652      5.7579436   0.0060180182      7.0835162   0.0087268896
              1      6.3271031   0.0067794652      5.7579436   0.0060180182      7.0835162   0.0087268896
