# incBR-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0     0.15480021  5.4999211e-05      0.1469287   4.596266e-05     0.16139906  0.00014718103
              1     0.15480021  5.4999211e-05      0.1469287   4.596266e-05     0.16139906  0.00014718103
