# fidaa-integra        central        num_err    min (scale)        num_err    max (scale)        num_err
# ted
              0      43.458531    0.020738007      41.180721    0.017669203      45.347334    0.050445555
              1      43.458531    0.020738007      41.180721    0.017669203      45.347334    0.050445555
